,,,,,
Subject,Subject Desc,Course Number,Title,Academic Period Desc,CRN
,,47800,Experiential Proj In Analytics,Fall 2024,23931
,,48400,Mgmt Entrepreneurial Ventures,Fall 2024,23855
,,,,,32200
,,48800,Data-Driven Digital Markets,Fall 2024,19684
,,,,,23875
,,49200,Intellectual Property Mgmt,Fall 2024,18475
,,,,,18476
,,49300,Storytelling With Data,Fall 2024,31105
,,,,,31265
,,49600,Mgmt Consult Practicum,Fall 2024,23940
,,50300,Advanced Accounting,Fall 2024,69524
,,,,,16749
,,50400,Tax Accounting,Fall 2024,23868
,,,,,19737
,,50500,Mgmt Accounting II,Fall 2024,18121
,,,,,18118
,,,,,21422
,,50600,Auditing,Fall 2024,69535
,,,,,23871
,,50900,International Accountg,Fall 2024,26290
,,52100,Brand Management,Fall 2024,16459
,,52200,New Product Development,Fall 2024,13469
,,,,,13470
,,52300,Digital Marketing Strategy,Fall 2024,19003
,,52500,Marketing Analytics,Fall 2024,23944
,,52610,Data And AI-Driven Marketing,Fall 2024,13865
,,53100,Gov/Not-For-Profit Accounting,Fall 2024,16191
,,53900,Anlytcs Soc Media Mktg,Fall 2024,22920
,,54400,Database Mgmt Systems,Fall 2024,52590
,,,,,24933
,,55410,Training And Development,Fall 2024,31694
,,56100,Logistics,Fall 2024,13871
,,,,,13872
,,56200,Project Management,Fall 2024,54877
,,,,,25312
,,56500,Strat Sourcing & Procurement,Fall 2024,63416
,,,,,11475
,,56600,Global Supply Chain Management,Fall 2024,63426
,,,,,14765
,,57100,Data Mining,Fall 2024,18819
,,,,,23626
,,57500,Supply Chain Technology,Fall 2024,30826
,,58200,Mgmt Of Orgnizatn Data,Fall 2024,23370
,,,,,23376
,,58600,Python Programming,Fall 2024,23338
,,59000,Advanced Database,Fall 2024,13219
,,,Cloud Computing I,Fall 2024,21534
,,,,,21541
,,,Computational Bus Intelligence,Fall 2024,25459
,,,DevOps And Tech Solutions,Fall 2024,25461
,,,Exec Presence And Influence,Fall 2024,21458
,,,Student Managed Venture Fund,Fall 2024,25685
,,,Using R For Analytics,Fall 2024,16689
,,,Visual Analytics,Fall 2024,23593
,,,,,24625
,,,Web Data Analytics,Fall 2024,11368
,,59100,Launching Global Leaders,Fall 2024,20891
,,60000,Accounting For Managers,Fall 2024,23904
,,60100,Managerial Accounting,Fall 2024,23142
,,60200,Valuation And Fin State Anly,Fall 2024,23648
,,61000,Financial Management,Fall 2024,22926
,,,,,26197
,,61100,Advanced Corporate Finance,Fall 2024,27316
,,62000,Marketing Management,Fall 2024,18427
,,,,,16497
,,,,,26196
,,62500,Marketing Research,Fall 2024,22516
,,63150,Accounting For Private Equity,Fall 2024,13925
,,63400,Business Law For Accountants,Fall 2024,21854
,,63450,FSA & Valuation,Fall 2024,27308
,,63610,Business Ethics,Fall 2024,31664
,,63750,Advanced Taxation,Fall 2024,31398
,,64100,Options And Futures,Fall 2024,14696
,,64200,Portfolio Management,Fall 2024,14947
,,64400,Vnture Captl&Invst Bnk,Fall 2024,13991
,,64500,"Merger,Acquis&Crp Cntl",Fall 2024,24741
,,65330,HR Strategy,Fall 2024,21414
,,65350,Staffing Systems,Fall 2024,28768
,,65390,HR Analytics,Fall 2024,14005
,,65420,Leadership,Fall 2024,24770
,,65460,Talent Acquisition,Fall 2024,28771
,,66000,Intro To Operations Management,Fall 2024,22911
,,66100,Mgmt Operat Systems,Fall 2024,48279
,,67000,Business Analytics,Fall 2024,27289
,,,,,29817
,,,,,23347
,,,,,25092
,,68000,Economic Analysis Of Tech Mkts,Fall 2024,25508
,,68200,Digital Product Design,Fall 2024,33012
,,68300,Technology-Driven Business,Fall 2024,23952
,,68700,AI For Business Decisions,Fall 2024,32979
,,,,,32978
,,68800,Devel Globl Bus Strat,Fall 2024,22966
,,69000,Change Management,Fall 2024,19812
,,,ELI Corporate Consulting,Fall 2024,17001
,,,Financial Anlytcs With Python,Fall 2024,27638
,,,Fintech,Fall 2024,27904
,,,Forensic Acct And Fraud Exam,Fall 2024,27004
,,,Storytelling With Data,Fall 2024,16979
MSE,MSE-Materials Engineering,19000,Intr To Materials Engr,Fall 2024,14788
,,23000,Struc & Prop Of Mat,Fall 2024,15974
,,,,,15975
,,23500,Mat Properties Lab,Fall 2024,15646
,,25000,Physical Prop In Engr Systems,Fall 2024,15981
,,26000,Thermodynamics Of Materials,Fall 2024,14262
,,27000,Atomistic Materials Science,Fall 2024,15983
,,33500,Mat Character Lab,Fall 2024,24077
,,34000,Transport Phenomena,Fall 2024,24080
,,36700,Materials Process Lab,Fall 2024,19770
,,37000,Elec Opt Mag Prop Mat,Fall 2024,24081
,,39000,Materials Engr Seminar,Fall 2024,24082
,,,,,22524
,,42000,Struct & Prop Of Organic Matls,Fall 2024,16525
,,43000,Mat Process Design I,Fall 2024,24086
,,44500,Matls Engr Sys Anlys & Design,Fall 2024,37268
,,49900,Independent Research,Fall 2024,24114
,,,,,24116
,,,,,24117
,,50800,Phase Transform Solids,Fall 2024,58476
,,51200,Powder Processing,Fall 2024,20940
,,51800,Failure Analysis,Fall 2024,15632
,,52000,Steel And Aluminum Alloys,Fall 2024,15180
,,52400,Mechanical Behavior Of Polymer,Fall 2024,28376
,,53100,Quant Anly Microstruct,Fall 2024,48316
,,54800,Deposition Films/Coat,Fall 2024,28872
,,55600,Fracture Of Materials,Fall 2024,15629
,,57400,Sports Engineering And Entrepr,Fall 2024,31643
,,57700,Matl Sci Of Recharg Batteries,Fall 2024,15182
,,58600,Exp Char Adv Comp Mat,Fall 2024,25067
,,59700,Structure Dev Polymer Prcsg,Fall 2024,27677
,,60000,Materials Engr Fundamentals,Fall 2024,24269
,,,,,30862
,,64000,TEM Crystal Imperfectn,Fall 2024,15170
,,67000,Atom View Matls: TM&S,Fall 2024,29397
,,69000,Semnr Materials Engr,Fall 2024,24127
,,,,,33632
,,69700,Matls Engr Teach Exper,Fall 2024,28385
,,69900,Research PhD Thesis,Fall 2024,24154
,,,,,53260
MSL,MSL-Military Science & Ldrshp,10100,Introduction To The Army,Fall 2024,36149
,,,,,17897
,,20100,Leadership And Ethics,Fall 2024,36151
,,,,,39411
,,30100,Training Mgmt Warfight Functn,Fall 2024,53145
,,,,,17198
,,40100,The Army Officer,Fall 2024,16787
MUS,MUS-Music History & Theory,10100,Discovery Forum,Fall 2024,24373
,,11200,Fundamentals Of Music,Fall 2024,24374
,,13200,Music Theory I,Fall 2024,24867
,,,,,24878
,,,,,24881
,,,,,28455
,,,Music Theory I-Honors,Fall 2024,24878
,,16100,Class Piano I,Fall 2024,14819
,,,,,14820
,,,,,13721
,,23200,Music Theory III,Fall 2024,13870
,,25000,Music Appreciation,Fall 2024,13412
,,,,,14622
,,,,,21377
,,,,,25302
,,,Music Appreciation-Honors,Fall 2024,13412
,,27000,Computer Skills In Music,Fall 2024,15381
,,,,,24387
,,32400,Teach Music Elem Schl,Fall 2024,15145
,,,,,15146
,,,,,16685
,,,,,16686
,,34100,Music Composition I,Fall 2024,24606
,,35200,Studio Voice,Fall 2024,13803
,,,,,13804
,,37600,World Music,Fall 2024,26768
,,37800,Jazz History,Fall 2024,14642
,,,,,13743
,,,Jazz History-Honors,Fall 2024,14642
,,38100,Music History I,Fall 2024,25121
,,38300,Digital Audio Record & Prod I,Fall 2024,24702
NRES,NRES-Natural Res & Environ Sci,12500,Environmental Scienc & Conserv,Fall 2024,12189
,,20000,Intro Environ Careers,Fall 2024,21544
,,25500,Soil Science,Fall 2024,41355
,,,,,21975
,,42000,Environment Internship Report,Fall 2024,24792
,,,,,21550
NS,NS-Naval Science,11000,Intro To Naval Science,Fall 2024,24196
,,,,,24198
,,20200,Naval Science Laboratory,Fall 2024,42645
,,21400,Naval Leadership & Mgmt,Fall 2024,24206
,,31100,Naval Operations & Seamanship,Fall 2024,21147
,,35000,Naval Ship Systems-Engineering,Fall 2024,24208
,,,,,23961
NUCL,NUCL-Nuclear Engineering,20000,Intro Nucl Engineering,Fall 2024,24257
,,27300,Mechanics Of Materials,Fall 2024,24258
,,29800,Sophomore Seminar,Fall 2024,24259
,,30000,Nucl Struct And Inter,Fall 2024,53866
,,30500,Nucl Undergrad Lab II,Fall 2024,24261
,,32000,Intro Matls Nucl Appl,Fall 2024,24266
,,32500,Nuclear Mat Lab,Fall 2024,17900
,,35000,Nucl Therm-Hydraul I,Fall 2024,15900
,,39800,Junior Seminar,Fall 2024,41516
,,,,,26378
,,40200,Engr Of Nucl Power Sys,Fall 2024,54860
,,41000,Intro To Reactor Theory,Fall 2024,15533
,,42001,Rad Int Material Apps,Fall 2024,25940
,,44900,Senior Design Proposal,Fall 2024,54002
,,49800,Senior Seminar,Fall 2024,41517
,,,,,26379
,,50100,Nuclear Engr Prin,Fall 2024,24426
,,55100,Energy Transfer,Fall 2024,20092
,,57500,Neural Computing Engr,Fall 2024,20651
,,61000,Nucl Reactor Theo II,Fall 2024,32135
,,69600,Nuclear Engr Sem,Fall 2024,13483
,,,,,26380
NUPH,NUPH-Nuclear Pharmacy,49200,Basics Of NP Practice,Fall 2024,69913
,,,Basics Of NP Practice-Honors,Fall 2024,69913
,,49500,Applied Nuclear Pharmacy,Fall 2024,18434
NUR,NUR-Nursing,10800,Introduction To Nursing,Fall 2024,11646
,,,,,54454
,,,,,15376
,,,,,24768
,,21801,Hlth Assmnt Nur Prac I,Fall 2024,17410
,,21901,Pathopharmacology I,Fall 2024,56352
,,22201,Population Health,Fall 2024,56353
,,,,,22602
,,22301,Research And EBP,Fall 2024,11723
,,,,,11999
,,22401,Nur Pract Found I: Hlth Assess,Fall 2024,21595
,,22501,Nur Pract Found II: Fndmentals,Fall 2024,21661
,,22601,Topics In Nrs Research & EBP,Fall 2024,21740
,,31401,Adult Nursing I,Fall 2024,19266
,,31501,Nur Childbearing Families,Fall 2024,13082
,,31601,Integration Seminar I,Fall 2024,10929
,,31701,Adult Nursing II,Fall 2024,13431
,,,,,20969
,,,,,20903
,,31801,Psy & Mental Health Nursing,Fall 2024,21046
,,31901,Integration Seminar II,Fall 2024,10933
,,33001,Nursing Peer Mentors,Fall 2024,21254
,,39900,Holistic Nurs Thry&Prac-Honors,Fall 2024,26561
,,,Holistic Nursing Theory & Prac,Fall 2024,26561
,,41001,Issues In Professional Nursing,Fall 2024,21366
,,,,,21807
,,41401,Pediatric Nursing,Fall 2024,13612
,,41501,Public Health Nursing,Fall 2024,67102
,,41701,Leadership In Nursing,Fall 2024,67382
,,41901,Professional Nursing,Fall 2024,33515
,,42001,Nursing Transition,Fall 2024,21369
,,50000,Theoret Constructs Nur,Fall 2024,25039
,,,,,27126
,,50700,Physiologic Process APN,Fall 2024,53077
,,51000,Research&Evid Based Nurs Pract,Fall 2024,39550
,,51700,DNP Project Seminar,Fall 2024,29308
,,52500,Informatics In Nursing,Fall 2024,11596
,,52800,Acut Ill:Ped Hlth Prac,Fall 2024,52549
,,52900,Acute Ill:Preceptorshp,Fall 2024,53718
,,60400,PhD Seminar,Fall 2024,22404
,,62600,App Biostatistics Outcome Eval,Fall 2024,52551
,,63200,Hlth Pol:Locl To Globl,Fall 2024,24944
,,67500,Role Transtn&Synthesis,Fall 2024,60290
,,67800,Healthcare Econ And Finance,Fall 2024,16824
,,68000,DNP Cog Res: Direct Pract I,Fall 2024,23499
,,69200,Appld Stats In Healthcare Rsch,Fall 2024,22149
NUTR,NUTR-Nutrition Science,10500,Nutr In 21st Century,Fall 2024,20630
,,10600,Intro Profession Of Dietetics,Fall 2024,20631
,,12500,Food Safety Cert & Career Dev,Fall 2024,20632
,,20500,Food Science I,Fall 2024,24883
,,,Food Science I-Honors,Fall 2024,24883
,,24500,Rookie Exp In Sports Nutrition,Fall 2024,11116
,,30300,Essentials Of Nutr,Fall 2024,10227
,,,,,13731
,,,,,13732
,,,,,13733
,,,,,13734
,,,,,13736
,,,,,34569
,,,,,20645
,,,,,34983
,,,,,40301
,,,,,19643
,,,,,16400
,,,,,25467
,,,Essentials Of Nutr-Honors,Fall 2024,13733
,,31500,Fund Of Nutrition,Fall 2024,20646
,,33000,Diet Select & Planning,Fall 2024,23521
,,34500,Cont Experience In Sports Nutr,Fall 2024,11124
,,35000,Dietetics Pract Quan Food Prod,Fall 2024,20648
,,41100,Dietetics Career Planning,Fall 2024,64382
,,42400,Com Tech In Fd & Nutr,Fall 2024,15385
,,,Com Tech In Fd & Nutr-Honors,Fall 2024,15385
,,43800,Micronutr/Phyto Metab,Fall 2024,42861
,,48000,Medical Nutrition Therapy I,Fall 2024,67224
,,48800,Topic Nutr Fitns & Hlth,Fall 2024,53864
,,49200,"Food Facts, Fads, And Fictions",Fall 2024,30874
,,51200,Dietary Supplements,Fall 2024,24268
,,53100,Ethics Profession Dietetics,Fall 2024,24271
,,53300,Community Nutrition Experience,Fall 2024,29294
,,53900,Foodservice Mgmt Experience,Fall 2024,29301
,,59000,Eat Dis And Health Weight Main,Fall 2024,24272
,,,Nutrition Pathophysiology,Fall 2024,24274
,,60500,Nutr Biochem & Phys I,Fall 2024,20702
,,69500,INP Seminar,Fall 2024,20707
OBHR,OBHR-Orgnztnl Bhvr &Hum Resrce,33000,Intro To Org Behavior,Fall 2024,12651
,,,,,24951
,,,,,11893
,,,,,26330
,,,,,26331
,,,,,29706
,,,,,11636
,,,,,14134
,,,,,31069
,,,Intro To Org Behavior-Honors,Fall 2024,12651
,,,,,24951
,,,,,11893
,,,,,14134
,,,,,31069
,,68100,Managing Behavior In Organiz,Fall 2024,24940
,,,,,26974
,,69000,Human Capital Consulting,Fall 2024,64050
OLS,OLS-Organiz Ldrshp&Supervision,34600,Critical Thinking And Ethics,Fall 2024,24250
,,37500,Training Methods,Fall 2024,16796
,,37800,Labor/Mgmt Relations,Fall 2024,25907
,,38600,Ldrshp For Org Change,Fall 2024,16701
,,45400,Gender & Diversity Mgt,Fall 2024,27930
,,47700,Conflict Management,Fall 2024,27903
,,48700,Leadership Philosophy,Fall 2024,16808
,,58300,Coaching And Mentoring,Fall 2024,22717
PES,PES-Physical Education Skills,11100,Lifetime Fitness,Fall 2024,22139
,,,,,23445
,,11400,AFROTC Conditioning,Fall 2024,59453
,,,Army ROTC Conditioning,Fall 2024,25134
,,11500,Bowling,Fall 2024,25138
,,,,,25139
,,,,,25140
,,,,,25141
,,,,,25142
,,,,,25143
,,,,,25144
,,,,,25145
,,,,,25146
,,,,,36476
,,,,,32115
,,,,,32116
,,11600,Advanced Tennis,Fall 2024,38215
,,,Beginning Tennis,Fall 2024,25165
,,,,,25166
,,,,,26111
,,,Golf,Fall 2024,25162
,,,,,62784
,,,,,62789
,,,,,62792
,,,,,62795
,,,,,62796
,,,,,22334
,,,,,11490
,,,,,12082
,,,,,12097
,,,,,12107
,,,,,27754
,,,,,27756
,,,,,27759
,,,,,16962
,,,,,33960
,,,Intermediate Tennis,Fall 2024,25169
,,,,,59071
,,14600,Advanced Golf Applications,Fall 2024,21966
PHIL,PHIL-Philosophy,11000,Big Questions: Intro To Phil,Fall 2024,15943
,,,,,15960
,,,,,15961
,,,,,15962
,,,,,15964
,,,,,15965
,,11005,Intro Phil Through Video Games,Fall 2024,20937
,,,,,20952
,,11100,Introduction To Ethics,Fall 2024,12003
,,,Introduction To Ethics-Honors,Fall 2024,12003
,,11400,Global Moral Issues,Fall 2024,20116
,,15000,Principles Of Logic,Fall 2024,68228
,,,Principles Of Logic-Honors,Fall 2024,68228
,,20700,"Ethic For Tech,Engr,Des-Honors",Fall 2024,29820
,,,"Ethics For Tech, Engr, Design",Fall 2024,29820
,,20800,Ethics Of Data Science,Fall 2024,13427
,,,Ethics Of Data Science-Honors,Fall 2024,13427
,,22100,Intro Philosophy Sci,Fall 2024,15138
,,,Intro Philosophy Sci-Honors,Fall 2024,15138
,,22300,Fate And Free Will,Fall 2024,27506
,,23000,Religions Of The East,Fall 2024,20637
,,23100,Religions Of The West,Fall 2024,68741
,,24000,Social And Polit Phil,Fall 2024,14990
,,,,,31067
,,25501,Intro To Cognitive Science,Fall 2024,29001
,,25601,Philos And Artificial Intel,Fall 2024,29003
,,,,,30831
,,27000,Biomed Ethics,Fall 2024,25611
,,,Biomed Ethics-Honors,Fall 2024,25611
,,29300,Fundamentals Of Machine Lrng,Fall 2024,29553
,,30100,Ancient Philosophy,Fall 2024,14989
,,30300,Hist Of Modern Phil,Fall 2024,29009
,,,,,30525
,,30400,19th Cent Philosophy,Fall 2024,24244
,,,19th Cent Philosophy-Honors,Fall 2024,24244
,,32200,Philosophy Of Technology,Fall 2024,27507
,,35000,Phil & Probability,Fall 2024,27508
,,40200,Med Christian Thought,Fall 2024,27509
,,,Med Christian Thought-Honors,Fall 2024,27509
,,42400,Recent Ethical Theory,Fall 2024,27510
,,42500,Metaphysics,Fall 2024,29024
,,45501,Studies In Cognitive Science,Fall 2024,29031
,,46500,Philosophy Of Language,Fall 2024,27511
,,54000,Studies Social Polit,Fall 2024,29042
PHPR,PHPR-Pharmacy Practice,45000,Intro Inst Pharm Pract,Fall 2024,25318
,,48600,Beyond Ecstasy,Fall 2024,69906
,,49000,Peer Leadership,Fall 2024,11146
PHRM,PHRM-Pharmacy,40500,Mindfulness,Fall 2024,13227
,,,,,13235
,,,Mindfulness-Honors,Fall 2024,13227
,,49000,Pharm & Admissions SR Mentor,Fall 2024,33007
,,,Pharm & Admissions Tch Asst,Fall 2024,33006
,,,Pharm Pract Teach Exp,Fall 2024,31829
,,,Pharmaceutical Care Diabetes,Fall 2024,30939
,,,VIP: Case Study Competition,Fall 2024,25120
,,,Spanish Comm For Phrm Students,Fall 2024,33346
,,,PUP Teaching Assistant,Fall 2024,33046
,,69500,Intro Pharm Science Research,Fall 2024,27955
,,81000,Basics Of Immunology,Fall 2024,29384
,,82000,Professional Skills Lab I,Fall 2024,56249
,,,,,56248
,,,,,56245
,,,,,56246
,,82200,Pharm Skills & Patient Counsel,Fall 2024,19397
,,,,,56217
,,82400,Pathophysiology & Drug Action,Fall 2024,56464
,,82600,Intro Patient Centered Care,Fall 2024,56391
,,82800,Dosage Forms I,Fall 2024,56424
,,83400,Pharm Calculations,Fall 2024,56206
,,83600,Biochem Pharm Sci II,Fall 2024,56390
,,83800,Interprofessional Education I,Fall 2024,21751
,,84000,Professional Skills Lab III,Fall 2024,23361
,,,,,23365
,,,,,23369
,,,,,27896
,,84400,Integrated Pharmacotherapy II,Fall 2024,61574
,,84800,Drug Info & Lit Eval,Fall 2024,61628
,,85200,Public Health Pharmacy,Fall 2024,13160
,,85400,Interprofession Education III,Fall 2024,20486
,,86000,Professional Skills Lab V,Fall 2024,66807
,,,,,66811
,,,,,66809
,,,,,66808
,,86400,Integrated Pharmacotherapy IV,Fall 2024,66954
,,86600,Biotech/Adv Parenterals,Fall 2024,66955
,,86800,Patient Safety And Informatics,Fall 2024,66956
,,87000,Health Policy Applications,Fall 2024,66957
,,88000,Adv Pharm Practice Exp,Fall 2024,56930
,,,,,56931
,,,,,56932
,,,,,25151
,,,,,23104
PHSC,PHSC-Pharmaceutical Science,10000,Pharm Orient I,Fall 2024,29013
,,20000,Pharm And Admissions Pr-Honors,Fall 2024,29034
,,,Pharm And Admissions Process,Fall 2024,29032
,,,,,29033
,,20100,BSPS Orientation II,Fall 2024,29051
,,20500,Organic Chem II,Fall 2024,29106
,,20501,Organic Chem II Lab,Fall 2024,29085
,,,,,29086
,,,,,29087
,,,,,29088
,,,,,29094
,,,,,29096
,,,,,29098
,,,,,29102
,,42400,Pathophysiology & Drug Action,Fall 2024,30080
,,42800,Dosage Forms I,Fall 2024,30084
,,43600,Biochem Pharm Sci II,Fall 2024,31117
,,46000,Drug Discovery & Development I,Fall 2024,30142
PHYS,PHYS-Physics,10400,First Year Physics Seminar,Fall 2024,19155
,,17200,Modern Mechanics,Fall 2024,26931
,,,,,37254
,,,,,26930
,,,,,37253
,,,,,10236
,,,,,33522
,,,Modern Mechanics-Honors,Fall 2024,37253
,,,,,26979
,,21400,The Nature Of Physics,Fall 2024,26984
,,22000,Gen Physics,Fall 2024,27016
,,,,,27017
,,,,,10333
,,,Gen Physics-Honors,Fall 2024,10333
,,22100,Gen Physics,Fall 2024,16575
,,,,,10515
,,23000,Physical Sci For Elem Educ,Fall 2024,15739
,,23300,Physics For Life Sci I,Fall 2024,67161
,,23400,Physics For Life Sci II,Fall 2024,10833
,,24100,Electricity Optics,Fall 2024,27069
,,,,,27071
,,,,,56690
,,25200,Electr Optics Lab,Fall 2024,46547
,,,,,59632
,,27200,E&M Interactions,Fall 2024,27100
,,,,,37276
,,,,,10275
,,30600,Math Methods Phys I,Fall 2024,56698
,,31000,Intermed Mechanics,Fall 2024,68899
,,32200,Intermediate Optics,Fall 2024,27122
,,32300,Research With Big Data I,Fall 2024,12027
,,33000,Interm Elect & Magnet,Fall 2024,68661
,,34000,Modern Physics Lab,Fall 2024,38777
,,,,,54107
,,,,,32315
,,,,,33256
,,,,,37295
,,,,,37297
,,,,,48328
,,,,,49038
,,,,,59520
,,34202,Intro To Quantum Science,Fall 2024,30827
,,34400,Intro To Quantum Science,Fall 2024,27130
,,41000,Phys Mech I Honors,Fall 2024,27133
,,41600,Therm&Stat Phys Honors,Fall 2024,27134
,,45000,Intermediate Laboratory,Fall 2024,27136
,,46000,Quantu Mech I Honors,Fall 2024,37265
,,60000,Methods Theoret Phys I,Fall 2024,27182
,,60500,Pedagogical Mthd Grad Students,Fall 2024,20506
,,61700,Statistical Mechanics,Fall 2024,16474
,,63000,Adv Theo Elec Magnet,Fall 2024,21960
,,64500,Electron Thry Sol I,Fall 2024,31865
,,66000,Quantum Mechanics I,Fall 2024,27186
,,66100,Quantum Mechanics II,Fall 2024,27187
,,66200,Quantum Field Theory I,Fall 2024,15367
,,69600,Intro To Physics Research,Fall 2024,20117
POL,POL-Political Science,10100,American Government,Fall 2024,15952
,,12000,Intr Pub Pol-Pub Admin,Fall 2024,27245
,,,,,30368
,,13000,Intro To Int Reltns,Fall 2024,20057
,,,,,14777
,,,Intro To Int Reltns-Honors,Fall 2024,20057
,,14100,Govts Of The World,Fall 2024,14789
,,,,,19291
,,15000,Intro To Pol Thought,Fall 2024,27964
,,,Intro To Pol Thought-Honors,Fall 2024,27964
,,20000,Intro Study Pol Sci,Fall 2024,20195
,,20400,Spies And Lies,Fall 2024,14935
,,,Spies And Lies-Honors,Fall 2024,14935
,,22200,Wom Pol And Publ Pol,Fall 2024,19355
,,22300,Intr Environmental Pol,Fall 2024,13518
,,,,,64505
,,,Intr Environmental Pol-Honors,Fall 2024,13518
,,22900,Social And Polit Phil,Fall 2024,16201
,,,,,31068
,,23100,Intro U S For Policy,Fall 2024,15685
,,23500,Rich And Poor Nations,Fall 2024,19338
,,23700,Mod Weapons & Intl Rel,Fall 2024,11981
,,30000,Intro Polit Analysis,Fall 2024,15358
,,31400,President Pol Process,Fall 2024,11474
,,32600,Black Pol Part In Amer,Fall 2024,21498
,,32700,Global Green Politics,Fall 2024,15697
,,,,,27989
,,37200,Indiana Gov & Politics,Fall 2024,18700
,,37300,Campaigns And Election,Fall 2024,20594
,,41100,Congress Structure,Fall 2024,13604
,,,Congress Structure-Honors,Fall 2024,13604
,,42300,Intl Envir Policy,Fall 2024,12122
,,42900,Am Political Communication,Fall 2024,16842
,,,Collaboratory,Fall 2024,19346
,,43000,Political Violence,Fall 2024,29979
,,43300,Internat Organization,Fall 2024,28077
,,46100,Constitutional Law I,Fall 2024,17567
,,46200,Constitutional Law II,Fall 2024,20666
,,,Constitutional Law II-Honors,Fall 2024,20666
,,46400,Legal Professionalism,Fall 2024,27876
,,49100,Conservatism In America,Fall 2024,32568
,,,Electioneering In The World,Fall 2024,24432
,,,"Money, Machines, & Mod Empire",Fall 2024,21644
,,52000,Transportation Equity,Fall 2024,24440
,,52601,"Tech, AI, Ethics In Policy",Fall 2024,29848
PSY,PSY-Psychological Sciences,10000,Intro Sci Fields Psy,Fall 2024,15698
,,,,,22391
,,12000,Elementary Psychology,Fall 2024,26880
,,,,,21000
,,,,,14027
,,,,,29183
,,,,,25839
,,,Elementary Psychology-Honors,Fall 2024,26880
,,,,,21000
,,,,,14027
,,,,,29183
,,,,,25839
,,12300,Science Of Well-Being,Fall 2024,15639
,,,Science Of Well-Being-Honors,Fall 2024,15639
,,20000,Intro Cogn Psych,Fall 2024,13795
,,,,,15586
,,,Intro Cogn Psych-Honors,Fall 2024,15586
,,20100,Intro To Stat In Psych,Fall 2024,19563
,,,,,19564
,,,,,19565
,,,Intro To Stat In Psych-Honors,Fall 2024,19563
,,20300,Intro Res Meth In Psy,Fall 2024,19810
,,,,,21034
,,,Intro Res Meth In Psy-Honors,Fall 2024,21034
,,22200,Intro Behvr Neurosci,Fall 2024,15622
,,23500,Child Psychology,Fall 2024,16794
,,,,,25683
,,,Child Psychology-Honors,Fall 2024,16794
,,,,,25683
,,24000,Intro Social Psych,Fall 2024,15631
,,27200,Intro To Ind-Org Psych,Fall 2024,18268
,,30500,Analyzing Psychological Data,Fall 2024,33000
,,31400,Intro To Learning,Fall 2024,15971
,,,Intro To Learning-Honors,Fall 2024,15971
,,32400,Intro Cog Neurosci,Fall 2024,15450
,,32700,Psychology Of Helping,Fall 2024,23736
,,33500,Stereotyping And Prej,Fall 2024,15958
,,33600,Issues In Devel Psych,Fall 2024,26338
,,,Issues In Devel Psych-Honors,Fall 2024,26338
,,34200,Psych Of Personality,Fall 2024,27770
,,35000,Abnormal Psychology,Fall 2024,48916
,,,,,16857
,,,Abnormal Psychology-Honors,Fall 2024,16857
,,35400,Close Relationships,Fall 2024,21022
,,37600,Attention & Cognitive Control,Fall 2024,23687
,,39200,Augmenting Human Cognition,Fall 2024,13570
,,,Eating Disorder&Obesity-Honors,Fall 2024,16747
,,,Eating Disorders & Obesity,Fall 2024,16747
,,,Psyc Of Climate Crisis,Fall 2024,23731
,,,Psychology Of Gender,Fall 2024,21001
,,,Social Neuroscience,Fall 2024,18330
,,,Psychology Of Gender-Honors,Fall 2024,21001
,,40500,Honors Res Seminar II,Fall 2024,69656
,,41800,Understanding Autism,Fall 2024,18578
,,,Understanding Autism-Honors,Fall 2024,18578
,,42200,Genes And Behavior,Fall 2024,19194
,,42600,Language Development,Fall 2024,20967
,,43800,Intro To Clinical Psychology,Fall 2024,13853
,,47500,Work Motiv & Job Satis,Fall 2024,10200
,,57700,Human Factors In Engr,Fall 2024,14114
,,60601,ANOVA Behavioral Sciences,Fall 2024,13578
,,63300,Pro Seminar Cognitive/ MCP,Fall 2024,27866
,,64000,Survey Of Social Psych,Fall 2024,27870
,,69200,Developmental Psychopathology,Fall 2024,10360
,,,Pro-Sem Clinical Psy,Fall 2024,28084
PTGS,PTGS-Portuguese,10100,Portuguese Level I,Fall 2024,21219
PUBH,PUBH-Public Health,10001,Intro To Public Health,Fall 2024,18416
,,20200,Hlth In The Time Of Pandemics,Fall 2024,22034
,,20500,Basic Public Health Studies,Fall 2024,11551
,,22500,Contemp Women's Health,Fall 2024,27221
,,,Contemp Women's Health-Honors,Fall 2024,27221
,,23000,Community Cultur Hlth Perspect,Fall 2024,17620
,,24000,Global Health,Fall 2024,25617
,,29500,Intern & Career Prep,Fall 2024,21903
,,30500,Health Educ Elem Sch,Fall 2024,11555
,,32000,Hlth Behavior Promo,Fall 2024,11622
,,32500,Meth Hlth Promo & Ed,Fall 2024,11563
,,36500,Public Health Research Methods,Fall 2024,17622
,,,Pub Health Res Methods-Honors,Fall 2024,17622
,,38000,Public Health Policy,Fall 2024,17623
,,40000,Human Diseases Disord,Fall 2024,11643
,,40500,Principle Epidemiology,Fall 2024,11639
,,,Principle Epidemiology-Honors,Fall 2024,11639
,,49000,Sleep Equity Research Seminar,Fall 2024,26600
,,50000,Introduction To Public Health,Fall 2024,27234
,,52600,Randomized Control Trials,Fall 2024,24977
